sampleId	popId	site	country	region	groupLabel	groupAge	flag	shapeA	colorA	latitude	longitude	callset	dataSource	age14C	ageHigh	ageLow	ageAverage	datingSource	coverage	sex	hgMT	gpAvg	ageRaw	clusterId	clusterIBDGlobal	clusterIBDFine	hgYMajor	hgYMinor	color	clusterAlias	shape
NA20814	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	TSI	NA	NA	seagreen4	Europe_modern	5
NA20815	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	TSI	NA	NA	seagreen4	Europe_modern	5
NA20818	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	TSI	NA	NA	seagreen4	Europe_modern	5
NA20819	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	TSI	NA	NA	seagreen4	Europe_modern	5
NA20821	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	TSI	NA	NA	seagreen4	Europe_modern	5
NA20822	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	TSI	NA	NA	seagreen4	Europe_modern	5
NA20826	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	TSI	NA	NA	seagreen4	Europe_modern	5
NA20827	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	TSI	NA	NA	seagreen4	Europe_modern	5
NA20828	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	TSI	NA	NA	seagreen4	Europe_modern	5
NA20832	TSI	NA	Italy	SouthernEurope	TSI	Modern	0	5	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	TSI	NA	NA	seagreen4	Europe_modern	5
HG01500	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01501	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01503	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01504	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01506	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01507	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01509	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01510	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01512	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01513	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01515	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01516	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01518	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01519	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01521	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01522	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01524	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01525	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01527	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01528	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01530	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01531	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01536	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01537	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01602	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01603	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01605	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01606	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01607	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01608	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01610	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01612	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01613	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01615	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01617	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01618	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01619	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01620	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01623	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01624	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01625	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01626	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01628	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01630	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01631	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01632	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01668	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01669	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01670	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01672	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01673	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01675	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01676	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01678	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01679	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01680	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01682	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01684	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01685	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01686	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01694	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01695	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01697	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01699	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01700	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01702	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01704	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01705	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01707	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01708	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01709	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01710	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01746	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01747	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01756	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01757	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01761	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01762	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01765	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01766	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01767	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01768	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01770	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01771	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01773	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01775	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01776	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01777	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01779	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01781	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01783	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01784	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01785	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG01786	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG02219	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG02220	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG02221	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG02223	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG02224	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG02230	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG02231	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG02232	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG02233	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
HG02235	IBS	NA	Spain	SouthernEurope	IBS	Modern	0	6	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	Europe_modern	IBS	NA	NA	seagreen4	Europe_modern	6
